Word,Tag
बर्लिन,B-LOC
तुम्हाला,B-PER
संजय,B-PER
राऊत,I-PER
शिवसेना,B-ORG
षक स्पर्धा,B-EVT
त्याचा,B-PER
मृत्यु,B-EVT
जागा,B-LOC
अगोदरपासून,B-EVT
स्टीव्ह,B-PER
स्मिथ,I-PER
विराट,B-PER
सरकार,B-ORG
सुनावणी,B-EVT
त्यांच्याशी,B-PER
डिनरला,B-PROD
तिने,B-PER
चौकशी,B-EVT
तेजपाल,B-PER
"वास्को, येथील",B-LOC
साडा,B-PROD
केरळ,B-LOC
घटना,B-EVT
तव्य,B-PROD
तान्ह्या,B-PER
मुलां,I-PER
बालके,B-PER
भाकरी,B-PROD
पाछा,B-PER
पोलिस,B-ORG
ईद,B-EVT
आर्थिक,B-ORG
वाटप सुरू करण्यात आले,B-EVT
सचिन,B-PER
पायलट,I-PER
गेहलोत,B-PER
पराभव,B-EVT
पोलाद,B-PER
केंद्रीय,I-PER
राज्यमंत्री,I-PER
विष्णूदेव,B-PER
साई,I-PER
भारत,B-ORG
पोलाद,I-ORG
भारत,B-ORG
पोलाद,I-ORG
परिषद,I-ORG
मुंबई,B-LOC
भारत पोलाद 2019 परिषद,B-EVT
पोलाद,B-PROD
शेतकऱ्यांचा,B-PER
येथील,B-LOC
अवती,B-PER
उद्रेक,B-EVT
अक्षय,B-PER
कुमार,I-PER
ट्विटर,B-ORG
सूर्यवंशी,B-EVT
ट्विटर,B-PROD
वायूसेन,B-ORG
प्रदर्शन,B-EVT
राफेल,B-PROD
तेजस,B-PROD
लाढाऊ विमान,B-PROD
हेलिकॉप्टर,B-PROD
आकाश मिसाईल प्रणाली,B-PROD
अस्त्र मिसाईल,B-PROD
Smartphone,B-PROD
Fast charging,B-PROD
आपण,B-LOC
याकोबा,B-PER
एसाव,B-PER
एल बेथेल,B-LOC
सामाजिक क्रांती,B-EVT
India,B-LOC
today's,B-EVT
भाजप,B-ORG
आलिया,B-PER
रणबीर,B-PER
जण,B-PER
कंपनी,B-ORG
चीन,B-LOC
स्फोट,B-EVT
पोलीस,B-PER
नियंत्रण मिळवण्यासाठी,B-EVT
ती,B-PER
बांगलादेश मुक्ति आंदोलन,B-EVT
16,B-PER
जण,I-PER
आगीचा,B-LOC
भडका,B-EVT
तुझे,B-PER
वडील,I-PER
तू,B-PER
त्या,B-PER
शासन,B-PER
शासन,B-ORG
बीसीसीआय,B-ORG
नागरिक,B-PER
राहुल,B-PER
गांधी,I-PER
घणाघात,B-EVT
त्यांनी,B-PER
परमेश्वर,B-ORG
मेंढ्या,B-PROD
माउस,B-PROD
ते,B-PER
घरी,B-LOC
विजय,B-PER
वडेट्टीवार,I-PER
भारत,B-LOC
ऑस्ट्रेलिया,B-LOC
स्पर्धेत,B-EVT
केस,B-PER
पंतप्रधान,B-PER
डॉक्टर,B-PER
याशिवाय,B-LOC
लहाणपणापासून,B-LOC
हा,B-PER
आपण,B-ORG
इथे,B-LOC
महिलां,B-PER
पुरुषां,B-PER
शरद,B-PER
पवार,I-PER
तसंच,B-ORG
काँग्रेस,I-ORG
प्रत्येक,B-PER
राजकारण,B-ORG
2011 साली,B-EVT
बोगद्याचे काम,B-PROD
पाच,B-PER
महिला,I-PER
एका,B-PER
पुरुष,I-PER
त्यानंतर,B-PER
वक्तव्य,B-EVT
विरोधक,B-PER
भाजप,B-ORG
हवामान,B-ORG
विभाग,I-ORG
ठिकाणी,B-LOC
अतिवृष्टी,B-EVT
निकाल,B-PER
सर्वसंमती,B-ORG
अयोध्या,B-LOC
खटला,B-EVT
दिल्ली,B-LOC
सुरक्षेचा यावेळी,B-EVT
भारतीय,B-ORG
क्रिकेट,I-ORG
ऐतिहासिक क्षण,B-EVT
भाजप,B-ORG
सरकार,B-EVT
तसंच,B-PER
सर्व,B-PER
नेते,I-PER
भाजप,B-ORG
イク्बालसिंग,B-PER
चहल,I-PER
महापालिका,B-ORG
मुंबई,B-LOC
गुरबाजने,B-PER
अफगाण,B-ORG
आपण,B-LOC
रणवीर,B-PER
सिंग,I-PER
दीपिका,B-PER
पदुकोण,I-PER
तिने,B-PER
फिल्म,B-ORG
अ‍ॅण्ड,I-ORG
टेलिव्हिजन,I-ORG
इन्स्टिट्युट,I-ORG
ऑफ,I-ORG
इंडिया,I-ORG
एफटीआयआय,B-ORG
पुण्या,B-LOC
सर्व,B-PER
भारतीयांना,I-PER
भारत,B-LOC
ओळखपत्र,B-PROD
नोंदणी कार्ड,B-PROD
रास्तारोका,B-LOC
आंदोलन,B-EVT
user,B-ORG
त्यां,B-PER
पशू,B-PROD
एक,B-PER
कोण,I-PER
आई,B-PER
चिंता,B-PER
करितो,I-PER
विश्व,B-LOC
माझी,B-PER
बहीण,I-PER
आता,B-PER
ऒस्ट्रेलिया,B-ORG
स्कॉटलंड,B-LOC
इंग्लंड,B-LOC
कामगिरी,B-EVT
सरकार,B-PER
संस्थात्मक,B-ORG
तग्नरूण,B-PER
पोलिस,B-PER
तपास,B-EVT
पोलिसा,B-ORG
पोहचले,B-EVT
त्यांचे,B-PER
कामाकडे,B-ORG
बोचऱ्या थंडीचा कडाकाही,B-PROD
टॉमने,B-PER
मेरी,B-PER
टोमॅटो,B-PROD
पोलीस,B-PER
उपनिरीक्षक,I-PER
निमगीरे,I-PER
रेल्वे,B-ORG
माझ्या देश,B-LOC
रेल्वेच्या तिकिट,B-PROD
पोलिस,B-PER
पोलिस,B-ORG
आंदोलक,B-EVT
अशा,B-PER
बाबींशी,I-PER
उद्धव,B-PER
ठाकरे,I-PER
फडनवीस,B-PER
गडकरी,B-PER
कंगना,B-PER
आदित्य,B-PER
पांचолі,I-PER
दीपक,B-PER
शिर्के,I-PER
जय,B-PER
आयुष्य,B-EVT
हिमालय,B-LOC
अँडीज,B-LOC
उत्क्षेपांमुळे,B-EVT
हालचาลींमुळे,B-EVT
त्याची,B-PER
हिंदुस्थान,B-LOC
पाकिस्तान,B-LOC
तुम्हाला,B-PER
मी,B-PER
निर्णय,B-PER
काँग्रेस,B-ORG
गांगुली,B-PER
शर्यत,B-EVT
सैतान,B-PER
देव,B-ORG
माधुरी,B-PER
दीक्षित,I-PER
करण,B-PER
जोहर,I-PER
नेटफ्लिक्स,B-ORG
ऐक,B-PER
भाजप,B-ORG
राष्ट्रपती,B-PER
रामनाथ,I-PER
कोविंद,I-PER
संसद,B-ORG
अर्थसंकल्पीय अधिवेशन,B-EVT
महाराज,B-PER
प्रतापगड,B-LOC
आपण,B-PER
सगळे,B-PER
बघत,B-PER
विदर्भ,B-LOC
मराठवाड्य,B-LOC
उष्णतेची लाट,B-EVT
स्टार्च,B-PROD
बटатів,B-PROD
कार्य,B-EVT
मज्या,B-ORG
राज्यां,B-PER
भाजप,B-ORG
राज्यांमध्ये,B-LOC
बैठक,B-EVT
महात्मा,B-PER
गांधी,I-PER
भावा,B-LOC
नीतिमत्ता,B-PER
बायबलमध्ये,B-ORG
पेट्रोल-डिझेच्या,B-ORG
वाढ,B-EVT
पेट्रोल,B-PROD
पेट्रोल,B-PROD
येश,B-PER
यहोवा,B-PER
भविष्यवाणी,B-EVT
बॉक्स ऑफिस,B-LOC
प्रियंका,B-PER
चतुर्वेदी,I-PER
काँग्रेस,B-ORG
शिवसेना,B-ORG
प्रशासन,B-ORG
पोलीस,B-ORG
येथे,B-LOC
_TextChanged_59,B-PER
साली,I-PER
लोक,B-ORG
सेवा,I-ORG
आयोग,I-ORG
दोन्ही देश,B-LOC
जण,B-PER
मला,B-PER
घरात,B-LOC
त्याला,B-PER
सोन्या,B-PROD
रोहित,B-PER
शर्मा,I-PER
वनडे क्रिकेट,B-EVT
बोअरवेल्स,B-ORG
अशा ठिकाणी,B-LOC
काश्मीर,B-LOC
शहीद,B-EVT
मी,B-PER
निवृत्ती,B-EVT
अदोम,B-PER
मोशे,B-PER
इस्राएली,B-ORG
देश,B-LOC
शरद,B-PER
पवार,I-PER
एमसीएच्या,B-ORG
भारतीय,B-PER
BWF,B-ORG
ऑलिम्पिक,B-LOC
passport,B-EVT
आप,B-ORG
मार्ग,B-LOC
त्यामुळे,B-PER
भाजप,B-ORG
तुम्ही,B-PER
आपल्या,B-PER
भूतकाळ,B-EVT
भविष्यात,B-EVT
तरुण,B-PER
शिव,B-PER
प्रताप,I-PER
शुक्ला,I-PER
सचिन,B-PER
तेंडुलकर,I-PER
डेविड,B-PER
व्वर्नर,I-PER
ख्रिस,B-PER
गेल,I-PER
हाशिम,B-PER
आमला,I-PER
विराट,B-PER
कोहली,I-PER
सनथ,B-PER
जयसूर्या,I-PER
अजित,B-PER
डोवल,I-PER
दंगल,B-LOC
भीषण,B-PER
या,B-LOC
अपघातात,B-EVT
Yeshu,B-PER
मी,B-PER
त्यांनी,B-PER
स्टॅच्यू,B-ORG
ऑफ,I-ORG
युनिटी,I-ORG
एकता,B-ORG
नर्सेरी,I-ORG
येथील,B-LOC
 स्टॅच्यू ऑफ युनिटी,B-LOC
सियोनच्या,B-PER
राजवा्य,I-PER
उंच,B-LOC
लीटर,B-PROD
रु,B-PROD
एएफपी,B-ORG
वृत्तसंस्था,B-ORG
जपान,B-LOC
फिलिपिन्स,B-LOC
Salman,B-PER
Atul,B-PER
Agnihotri,I-PER
माकडीण,B-PER
इंद्रायणी,B-PER
इंद्रायणी,B-ORG
महाविद्यालय,I-ORG
इंद्रायणी,B-LOC
ते,B-PER
अमदार,B-PER
भाजप,B-ORG
इस्राएली,B-ORG
राष्ट्र,B-LOC
त्यांच,B-PER
मुंबईतील,B-ORG
एका,I-ORG
खासगी,I-ORG
रुग्णालय,I-ORG
मुंबई,B-LOC
हत्ती,B-LOC
ही,B-PER
त्यां,B-ORG
भूमिका,B-LOC
विशाल,B-PER
मिश्रा,I-PER
शिवपाल,B-PER
यादव,I-PER
फिरोजाबाद,B-LOC
लोकसभा निवडणूक,B-EVT
सिरिअल कंसोल रिमोट,B-PROD
त्याने,B-PER
तिला,B-PER
त्याला,B-PER
तिनेही,B-PER
शाहिद,B-PER
मीरा,B-PER
राजपूत,I-PER
ईशान्य,B-LOC
हिंदुस्थान,B-LOC
अरुणाचल प्रदेश,B-LOC
नागालँड,B-LOC
मिझोराम,B-LOC
मणिपूर,B-LOC
म्यानमार,B-LOC
अटल,B-PER
बिहारी,I-PER
वाजपेयी,I-PER
साक्षीदार,B-PER
तपासण्यात,B-EVT
नायडू,B-PER
नायडू,B-ORG
रुग्णालय,I-ORG
पुण्य,B-LOC
अहाब,B-PER
यहोशाफात,B-PER
मनून,B-PER
हमी,B-ORG
स्वतःवर,B-ORG
संस्था,I-ORG
विद्यापीठ,B-ORG
व्यवस्थापन,I-ORG
परिषद,I-ORG
बैठक,B-EVT
Israelis,B-PER
Israël,B-LOC
Bakar,B-PROD
Gorha,B-PROD
Kokaru,B-PROD
अद्याप,B-PER
त्याची,B-PER
शासन,B-ORG
राहुल,B-PER
गांधी,I-PER
राजीनाम,B-EVT
बँकां,B-ORG
सरकार,B-ORG
मी,B-PER
तुझा,B-ORG
नोकर,I-ORG
याखेरीज,B-ORG
मध्य प्रदेश,B-LOC
Railway Project,B-PROD
Overhead Transmission System,B-PROD
गोपीचंद,B-PER
पडळकर,I-PER
भाजप,B-ORG
बारामती,B-LOC
त्याची ही चौथी वारी,B-EVT
विराट,B-PER
कोहली,I-PER
मुंबई,B-LOC
भारत,B-LOC
पोलिस,B-PER
अमेरिकन,B-ORG
दूतावास,I-ORG
अमेरिक,B-LOC
घटने,B-EVT
लव,B-PER
यात्री,I-PER
आयुष,B-PER
शर्मा,I-PER
वरिना,B-PER
हुसैन,I-PER
लडाखमधील,B-LOC
अज खुले करण्यात आले,B-EVT
त्याला,B-PER
सायन,B-ORG
रुग्णालय,I-ORG
सायन,B-LOC
आरोपी,B-PER
पोलिस,B-ORG
घटना,B-EVT
आम्ही,B-LOC
संस्था,B-ORG
मी,B-PER
सुपारी,B-LOC
खांडही,B-PROD
तिच्या,B-PER
मृत्यू,B-EVT
९९,B-PER
जण,I-PER
करोनाची लागण,B-EVT
मनोहरलाल,B-PER
शर्मा,I-PER
चंद्रकांत,B-PER
पाटील,I-PER
मुद्द्यांवर झाले मंथन,B-EVT
तेल,B-ORG
कंपन्यां,I-ORG
एलपीजी,B-PROD
ग्राहकांनी,B-ORG
बँक,B-ORG
महाराष्ट्र,B-LOC
संपाला,B-PER
डोंगरावर,B-LOC
वाडगा,B-LOC
मध्ये,B-LOC
तापमानाचा पारा,B-PROD
भारत,B-LOC
महिला,B-PER
पुरुष,B-PER
गट,B-ORG
स्वतः,B-PER
हा,B-PER
तिच्या,B-PER
जीएसटी,B-ORG
पाच,B-PER
सदस्य,I-PER
त्याची,B-PER
महिन्याकाठी,B-LOC
प्रणव,B-PER
मुखर्जी,I-PER
पुरस्कारांचे वितरण,B-EVT
दारू,B-PROD
भारतीय,B-ORG
रेल्वे,I-ORG
तू,B-PER
माझे,B-ORG
मच्छीमारां,B-PER
समुद्र,B-LOC
मासेमारी,B-EVT
सखी,B-PER
मामी,B-PER
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
उत्तर,B-LOC
नेपाळ,B-LOC
भारत,B-LOC
त्याने,B-PER
खेळी,B-EVT
वाचा,B-PER
जил्ह्य,B-LOC
अपघात,B-EVT
धन्वी,B-PER
भानुशाली,I-PER
सचेत,B-PER
टंडन,I-PER
तनिष्क,B-PER
बाग्ची,I-PER
शहर,B-LOC
नल,B-PER
बेथेल,B-ORG
बेथेल,B-LOC
कँडिडा,B-PER
भारत,B-LOC
काय,B-PER
पोलिस,I-PER
तमाशा,B-EVT
भाजप,B-PER
भाजप,B-ORG
गुलाल,B-PER
ईशा,B-PER
अंबानी,I-PER
आनंद,B-PER
पिरामल,I-PER
यातील,B-ORG
लग्न,B-EVT
त्यांच,B-PER
औषध,B-PROD
विद्यार्थीनीं,B-PER
कलाविष्कार,B-ORG
फेरी,I-ORG
फेरीमध्ये,B-EVT
ते,B-PER
काँग्रेस,B-ORG
सातारा जिल्हा,B-LOC
मात्र,B-ORG
डेपो,I-ORG
झाला,B-EVT
त्यां,B-PER
शाळेतील,B-ORG
तुम्ही,B-PER
जर,B-PER
याप्रकरणी,B-PER
भाजपाकडून,B-PER
काँग्रेस,B-PER
भाजपा,B-ORG
काँग्रेस,B-ORG
शेतकर्‍यां,B-PER
कोणी,B-PER
भर,B-LOC
घर,B-PROD
कठडा,B-PROD
पोस्टमन,B-PER
पोस्टमन,B-ORG
वेळेसाठी,B-EVT
त्यांनी,B-PER
मला,B-PER
न्यायालय,B-ORG
गुन्हегारी निषेध,B-EVT
Satv,B-ORG
Global,I-ORG
Services,I-ORG
Private,I-ORG
Limited,I-ORG
जितेंद्र,B-PER
जोशी,I-PER
अनिकेत,B-PER
विश्वासराव,I-PER
अक्षय,B-PER
टांकसाळे,I-PER
हेमंत,B-PER
ढोमे,I-PER
देव,B-PER
त्याच,B-PER
तार,B-ORG
या,B-ORG
परिसरात,I-ORG
परिसरात,B-LOC
याविषयी,B-PER
माजी,B-PER
उपमुख्यमंत्री,I-PER
राष्ट्रवादीचे,B-PER
नेते,I-PER
छगन,I-PER
भुजबळ,I-PER
शिवसेन,B-ORG
माणूस,B-PER
कुत्रा,B-PER
जehanabad,B-LOC
भारत,B-LOC
बिहार,B-LOC
राज्य,B-LOC
एका,B-PER
तरुण,I-PER
ताब्यात घेतले,B-EVT
चौकशी सुरू,B-EVT
त्यांच्या,B-LOC
पीक,B-LOC
दावीदा,B-PER
प्रमेश्वर,B-PER
मंदिर,B-LOC
लढाया,B-EVT
एक,B-PER
अभिनेत्री,I-PER
जिल्ह,B-LOC
आंदोलन,B-EVT
सरकार,B-ORG
आंतरराष्ट्रीय,B-ORG
दूरसंचार,I-ORG
संघ,I-ORG
आयटीयू,B-ORG
निवड,B-EVT
शेतकऱयां,B-ORG
श्रीपाद,B-PER
श्रीवल्लभ,I-PER
गणेश चतुर्थी,B-EVT
राहुल,B-PER
गांधी,I-PER
राहुल,B-PER
सावरकर,I-PER
काँग्रेस,B-ORG
तुम्ही,B-PER
कवडीमोल,B-ORG
पोलिस,B-PER
पोलिस,B-ORG
तपास,B-EVT
आरआयएल,B-ORG
रिलायन्स,B-ORG
जियो,I-ORG
अक्षय,B-PER
कुमार,I-PER
सिनेमात,B-LOC
लूक,B-PROD
मात्र,B-PER
समिती,B-ORG
मुलीन,B-PER
दिली,B-LOC
.tar,B-PER
अयुष्मान,B-ORG
खुरानाच्या,I-ORG
आर्टिकल 15,B-EVT
त्यांच,B-PER
भाऊ,B-PER
अмит,B-PER
शहा,I-PER
भाजप,B-ORG
एक देश एक भाषा,B-EVT
ते,B-PER
भारत,B-ORG
आफ्रिका,B-ORG
भारत,B-LOC
तिसऱ्या भारत-आफ्रिका शिखर परिषद,B-EVT
रणनीति,B-ORG
पलायनवाद,B-EVT
रावळपिंडी,B-PER
जनरल,B-PER
आसिफ,I-PER
गफूर,I-PER
पत्रकार,B-ORG
परिषद,I-ORG
रावळपिंडी,B-LOC
मुद्दा,B-PER
पोलिस,B-PER
पोलिस,B-ORG
पोलंड,B-LOC
वॉर्सा,B-LOC
वादळी,B-PER
वार्‍यासह,B-PER
पाऊस,B-EVT
त्याचे,B-PER
परूश्‍य,B-PER
खमिरा,B-PROD
त्यां,B-PER
हृदयविकाराचा झटका,B-EVT
शीला,B-PER
दीक्षит,I-PER
काँग्रेस,B-ORG
उत्तर प्रदेश,B-LOC
पोलिस,B-PER
पोलिस,B-ORG
पूर्ववैमनस्यातून,B-LOC
प्रकार घडला,B-EVT
सलमान,B-PER
अर्पिता,B-PER
खान,I-PER
आयुष,B-PER
शर्मा,I-PER
तिने,B-PER
चित्रपट,B-EVT
लष्कर,B-PER
हे विमान कोसळल्याचा,B-EVT
विमान,B-PROD
नॅशनल,B-PER
हेल्थ,I-PER
कमिशन,I-PER
डब्ल्यूएचओ,B-ORG
नॅशनल,B-ORG
हेल्थ,I-ORG
कमिशन,I-ORG
स्थानिक,B-ORG
आरोग्य,I-ORG
अधिकार्य,I-ORG
वुहान,B-LOC
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
भावना,B-PER
ॲबे,I-PER
देवेंद्र,B-PER
फडणवीस,I-PER
सभागृह,B-LOC
सर्व गोंधळ,B-EVT
गुजरात,B-LOC
मान्सून,B-EVT
चक्रवाती वर्तुळ,B-EVT
कोकण,B-LOC
गोवा,B-LOC
मध्य महाराष्ट्र,B-LOC
मराठवाड्य,B-LOC
पाऊस,B-EVT
तिने,B-PER
यापैकी,B-PER
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
सुरत जिल्ह्यातल्या हजिराला,B-LOC
भेट,B-EVT
पंतप्रधान,B-PER
लोकार्पण,B-EVT
मुख्यमंत्री,B-PER
खोटे,B-PER
आंतरराष्ट्रीय,B-ORG
क्रिकेट,I-ORG
परिषदेच्या,I-ORG
कसोटी क्रमवारी,B-EVT
मी,B-PER
सरकार,B-ORG
विजय,B-PER
वडेट्टीवार,I-PER
पृथ्वीराज,B-PER
चव्हाण,I-PER
अजित,B-PER
पवार,I-PER
जयंत,B-PER
पाटील,I-PER
छगन,B-PER
भुजबळ,I-PER
अबू,B-PER
आझमी,I-PER
जयंत,B-PER
पाटील,I-PER
राजू,B-PER
शेट्टी,I-PER
काँग्रेस,B-ORG
राष्ट्रवादी,B-ORG
काँग्रेस,I-ORG
समाजवादी,B-ORG
पक्ष,I-ORG
घरे,B-LOC
अगोदरच,B-PER
भाजप,B-ORG
जॉन,B-PER
ऑस्ट्रेलिया,B-LOC
नाना,B-PER
पाटेकर,I-PER
तनुश्री,B-PER
दत्ता,I-PER
नाम,B-ORG
मुंबई,B-LOC
धोनी,B-PER
टीम,B-ORG
इंडिया,I-ORG
कसोटी सामन्य,B-EVT
शाह,B-PER
पाकिस्तान,B-LOC
बांगलादेश,B-LOC
अफगाणिस्तान,B-LOC
बेलिझियन,B-LOC
विकास,B-EVT
असं,B-PER
उद्धव,I-PER
संग्राम,B-PER
थोपटे,I-PER
पुणे जिल्ह्यातील भोर विधानसभा,B-LOC
निवडून आले,B-EVT
हॉटेल,B-ORG
रॉक गार्डन,B-LOC
लस,B-ORG
उत्पादकांनी,I-ORG
जागतिक,B-ORG
आरोग्य,I-ORG
संघटन,I-ORG
जीएव्हीआй,B-ORG
पॅन,B-ORG
अमेरिकन,I-ORG
हेल्थ,I-ORG
ऑर्गनायझेशन,I-ORG
पीएएचओ,B-ORG
भारत,B-LOC
अमेरिक,B-LOC
दक्षिण अमेरिक,B-LOC
लस,B-PROD
पंतप्रधान,B-PER
नरेंद्र,I-PER
मोदी,I-PER
वसंत पंचमी,B-EVT
वेदना,B-PROD
मूळ ग्रीक भाषेत,B-PROD
त्यांच,B-PER
आत्महत्येचे,B-EVT
पॅनकार्ड,B-ORG
आधार,B-ORG
आधार कार्डाशी,B-PROD
उत्तर,B-ORG
प्रदेशच्या,I-ORG
जनता,I-ORG
उतर प्रदेश,B-LOC
2014,B-EVT
सरकार,B-PER
सरकार,B-ORG
आपल्या देश,B-LOC
डाळ,B-PROD
विद्यार्थ्यांना,B-PER
भारत,B-ORG
डेन्मार्क,B-ORG
भारत,B-LOC
डेन्मार्क,B-LOC
22 मे 2018,B-EVT
शेशबस्सरा,B-PER
बाबे,B-PER
यरुशलेम,B-LOC
बाबेल,B-LOC
चांदी,B-PROD
सोन्य,B-PROD
केंद्र,B-ORG
सरकार,I-ORG
पावस,B-LOC
नद्या,B-LOC
पातळी,B-LOC
वाढ,B-EVT
माधवप्रसाद,B-PER
घिमिरे,I-PER
काजी,B-PER
प्लूटो,B-PER
नायट्रोजन,B-PROD
मिथेन,B-PROD
कार्बन मोनॉक्साईड,B-PROD
योहान,B-PER
स्तोत्र,B-ORG
स्वर्ग,B-ORG
मृत्युपट,B-LOC
प्रेषित,B-EVT
कुकीज,B-PROD
करण,B-PER
जोहर,I-PER
करण,B-ORG
जोहरच्या,I-ORG
चित्रपट,I-ORG
प्रोडक्शन,I-ORG
कंपनी,I-ORG
पेटा,B-PER
दिल्ली,B-ORG
उच्च,I-ORG
न्यायालय,I-ORG
दिल्ली,B-LOC
याचिका,B-EVT
दोन,B-ORG
नवीन,I-ORG
संघ,I-ORG
जमशेदपूर,B-LOC
बेंगळूर,B-LOC
काय,B-PER
त्याला,B-PER
डीएसके,B-ORG
मृत्यु,B-PER
कबरेत,B-LOC
मृत्यूनंतर,B-EVT
पाकिस्तान,B-LOC
BRÓ,B-PER
चारधाम,B-ORG
प्रकल्पातील,I-ORG
