Word,Tag
ఝున్‌ఝును పట్టణం,B-LOC
ఇంటెలిజెన్స్,B-ORG
పిక్చర్,B-PROD
షారుక్‌,B-PER
ఖాన్‌,I-PER
అనుష్క,B-PER
ప్రకాష్,B-PER
జవదేకర్,I-PER
"సమాచార,",B-ORG
ప్రసార,I-ORG
శాఖ,I-ORG
స్వతంత్ర్య,B-EVT
ఆమె,B-PER
ముందు,B-EVT
ఇశ్రాయేలు,B-PER
రాజు,I-PER
విద్యావంతుల్లో,B-EVT
వెలెరి,B-PER
Hollywood,B-ORG
స్టోరేజ్,B-ORG
128 జీబీ,B-PROD
256 జీబీ,B-PROD
512 జీబీ,B-PROD
బాలకృష్ణ,B-PER
రామ్,B-PER
ఒక్కరు,B-PER
వాళ్లు,B-PER
నేను,B-PER
ఆ,B-PER
తర్వాత,I-PER
ఎన్‌డీ,I-PER
తివారీ,I-PER
రోహిత్‌,B-PER
శేఖర్‌,I-PER
ఉజ్జ్వల,B-PER
వివాహమాడారు,B-EVT
ప్రభుత్వం,B-PER
మార్కెటింగ్,B-PROD
భద్రతా,B-ORG
దళాలు,I-ORG
రాజ్‌నాథ్‌సింగ్‌,B-PER
వేలు,B-PER
వాహనం,B-PROD
డాక్టర్,B-PER
ప్రభుత్వం,B-ORG
ఎంఎస్‌పి,B-ORG
మెట్రిక్ టన్నులు,B-PROD
భూమా,B-PER
అఖిలప్రియ,I-PER
కేసు,B-EVT
నిరుద్యోగి,B-PER
నేను,B-PER
లిడియా,B-PER
ఆమె,B-PER
మన ఇల్లూ,B-LOC
మన తోటా,B-LOC
మన వస్తువులూ,B-PROD
కౌశల్,B-PER
కెసిఆర్,B-PER
వైఎస్‌,B-PER
జగన్‌మోహన్‌రెడ్డి,I-PER
పరిశోధన,B-LOC
ఈకేసుని,B-PER
పోలీసులు,B-ORG
నా,B-PER
భార్య,I-PER
పుస్తకాల,B-PROD
బసవ,B-PER
కన్నడం,B-LOC
పంది ఎరువు,B-PROD
వారు,B-ORG
మీరు,B-PER
కేవీఐసి,B-ORG
ఉత్పత్తి,B-PROD
సోదరీసోదరులారా,B-PER
భారతీయుడు,B-ORG
భారతదేశం,B-LOC
రామ్,B-PER
గోపాల్,I-PER
వర్మ,I-PER
ట్విట్టర్,B-ORG
"ఘాజీ',",B-PER
రెడ్డి,I-PER
క్రిష్,B-PER
జాగర్లమూడి,B-PER
రాజీవ్,B-PER
సాయిబాబు,B-PER
ఫెమ్,B-ORG
ఫస్ట్,B-ORG
ఫ్రేం,I-ORG
ఎంటర్,I-ORG
టైన్మెంట్స్,I-ORG
స్పేస్,B-ORG
థ్రిల్లర్,I-ORG
అర్జున్,B-PER
ఆయన,B-PER
భారత్,B-LOC
యెహోవా,B-PER
ఆయన,B-PER
వాడు,B-PER
మందులు,B-PROD
ప్రవక్తయైన,B-PER
యిర్మీయా,I-PER
ప్రవక్తయైన,B-PER
హనన్యా,I-PER
యెహోవా,B-PER
దేవతలు,B-PER
మీము,B-PER
40వేలు,B-PER
యోగి,B-PER
ఆదిత్యనాథ్,I-PER
వెంటనే,B-PER
ప్రభుత్వ,B-ORG
హాస్పిటల్స్,I-ORG
ఆరోగ్య,B-ORG
శాఖ,I-ORG
షోరూమ్‌లు,B-ORG
టర్మ్,B-ORG
లక్షల టర్మ్ లైఫ్ ఇన్సూరెన్స్,B-PROD
జారు,B-PER
ఉపాధి,B-ORG
కార్యాలయం,I-ORG
7.3,B-EVT
దీనిపై,B-PER
బీజేపీ,B-ORG
పెప్పర్,B-PROD
ఆకుకూరలు,B-PROD
ఉప్పు,B-PROD
ఆయన,B-PER
వాళ్లు,B-PER
అక్కడ,B-LOC
గేమ్,B-EVT
నీవు,B-PER
యెహోవా,B-ORG
ముగ్గురు,B-PER
దుండగులు,I-PER
భద్రత,B-ORG
బలగాలు,I-ORG
ఈ,B-PER
ఇద్దరి,I-PER
మరణించినట్టు,B-EVT
నోబాల్,B-PER
రామ్,B-PER
చరణ్,I-PER
ఎన్టీఆర్,B-PER
బైక్,B-PROD
ఇంటి,B-LOC
ఎన్టీఆర్,B-PER
కదనాయకుడు,B-PER
అహ్మదాబాద్,B-LOC
గుజరాత్,B-LOC
సంఘటన,B-EVT
అలహాబాద్,B-LOC
గంగా నది,B-LOC
వరద,B-EVT
భారత్,B-ORG
దీంతో,B-LOC
దీంతో భారత్‌ టోర్నీ,B-EVT
ఆ,B-PER
పిల్లాడి,I-PER
మామ,B-PER
ట్విట్టర్,B-ORG
మరియు,B-EVT
ఆయన,B-PER
సిబిఐ,B-ORG
అజ‌య్‌దేవ‌గ‌న్,B-PER
బీజింగ్,B-LOC
తెలంగాణ,B-LOC
వర్ష సూచన,B-EVT
ఎల్‌పీజీ,B-PROD
సీఎం,B-PER
కేసీఆర్‌,I-PER
కోటి,B-PER
మంది,I-PER
హెల్త్​,I-PER
వర్కర్లు,I-PER
ఫ్రంట్​,B-PER
లైన్​,I-PER
వారియర్లు,I-PER
ఇలాచి పౌడర్,B-PROD
సంగీతం మరియు నృత్య కార్యక్రమం,B-EVT
ఆయన,B-PER
ప్రయివేటు,B-ORG
ఆసుపత్రి,I-ORG
షారుఖ్,B-PER
కాంగ్రెస్,B-ORG
రాజస్తాన్,B-LOC
మద్యప్రదేశ్,B-LOC
ఛత్తీస్‌ఘర్,B-LOC
మనదేశం,B-LOC
వారు,B-PER
ఆయన,B-PER
ఎన్నికల,B-ORG
సంఘానికి,I-ORG
నేను,B-PER
పాక్,B-ORG
రైల్వే,I-ORG
అతని,B-PER
వాళ్ళిద్దరు,B-PER
HDC,B-PROD
రిద్దిమా,B-PER
రణబీర్,B-PER
కపూర్,I-PER
బాలీవుడ్,B-ORG
కార్తికేయన్,B-PER
మురళి,B-PER
జీవిత,B-PER
భాగస్వామి,I-PER
మనకి,B-LOC
దీని వల్ల,B-LOC
వేడిమి ప్రాంతాల్లో,B-LOC
వైశ్యులు,B-PER
తన,B-PER
పోలీసులు,B-PER
పోలీసులు,B-ORG
ప్రభుత్వాలు,B-ORG
జీహెచ్ఎంసీ,B-ORG
హైదరాబాదు,B-LOC
ఎన్నికలకు,B-EVT
టాక్సిన్స్,B-PROD
విద్యార్థినీల,B-PER
పోలీసులు,B-PER
పిల్లలు,B-PER
కోహ్లీ,B-PER
మ్యాచ్,B-EVT
మెయిన్ రోడ్,B-LOC
ట్రాఫిక్ జామ్,B-EVT
భద్రత,B-ORG
పార్లమెంట్,B-ORG
ప్రస్తుత,B-LOC
మహారాష్ట్ర,B-LOC
కర్నాటక,B-LOC
ఆంధ్రప్రదేశ్‌,B-LOC
పౌలు,B-PER
అంత్యదినములలో,B-EVT
ఆయన,B-PER
తుడుం,B-LOC
మరుసటి రోజు,B-EVT
భారత్,B-LOC
చైనా,B-LOC
ఆసియా కప్,B-EVT
మహిళల హాకీ ఫైనల్,B-EVT
ఆయన,B-PER
SD కార్డ్,B-PROD
SD కార్డ్ స్లాట్,B-PROD
U.S.,B-ORG
మీ,B-PER
Aravind,B-PER
Kejriwal,I-PER
Delhi,B-LOC
పౌరుషగ్రంథి,B-PROD
సమీర్,B-PER
రెడ్డి,I-PER
àÀprabhùtva,B-PER
BJP,B-ORG
కానిస్టేబుల్,B-PER
నిందితుడు,B-PER
పోలీసులు,B-ORG
కేసు నమోదు,B-EVT
రిమాండ్,B-EVT
త్రివిక్రమ్,B-PER
అల్లు,B-PER
అర్జున్,I-PER
పూజా,B-PER
హెగ్డే,I-PER
అతడు,B-PER
ఎలీషా,B-PER
ఇశ్రాయేలురాజు,B-PER
ఇశ్రాయేలు,B-ORG
ఎమ్మెల్సీ,B-PER
నరేందర్‌రెడ్డి,I-PER
మాజీ,B-PER
ఎమ్మెల్యే,I-PER
గుర్నాథ్‌రెడ్డి,I-PER
ఆర్‌డిఓ,B-PER
వేణుమాదవరావు,I-PER
ఎల్లమ్మ,B-PER
ఎంపిపి,B-PER
ధయాకర్‌రెడ్డి,I-PER
సర్పంచ్,B-PER
వేంకట్‌రెడ్డి,I-PER
జడ్పిటిసి,B-ORG
దేశం,B-LOC
దారుణాలు,B-EVT
వీరి,B-PER
దీపపు,B-PER
పెండ్లి,B-PER
కుమారుని,I-PER
పెండ్లికుమార్తె,B-PER
ఇందులో,B-PER
అమరవీరుల,B-PER
నౌషర్‌ఖాన్,B-PER
నవాన్‌షహర్,B-LOC
సైమన్,B-PER
మ్సంజిలా,I-PER
గనుల,B-ORG
మంత్రిత్వశాఖ,I-ORG
మిరేరానీలో మైనింగ్‌ కార్యకలాపాలు,B-EVT
ప్రభుత్వం,B-ORG
ఇంజనీర్లు,B-PER
సిబ్బంది,B-PER
ఆయన,B-PER
రోహిత్,B-PER
కంగనా,B-PER
రనౌత్,I-PER
కొత్‌ఖై,B-PER
కొత్‌ఖై,B-LOC
షూటింగ్లు,B-EVT
నా,B-PER
ఆడవాళ్లు,B-PER
మగాళ్లు,B-PER
టీమ్,B-ORG
గెలుపు,B-EVT
స్వామి,B-PER
సనంద,I-PER
నేషనల్,B-ORG
రివర్,I-ORG
గంగా,I-ORG
బేసిన్,I-ORG
అథారిటీ,I-ORG
యూపీఏ,B-ORG
హయాం,I-ORG
సినిమా ఫస్ట్ లుక్,B-EVT
పరలోకపు,B-PER
గవిని,I-PER
రాయితీ,B-PROD
నూనె,B-PROD
నా,B-PER
ప్రారంభకులకు,B-ORG
వీరిలో,B-PER
సౌత్-జోన్,B-LOC
కేరళ,B-LOC
నార్త్-జోన్,B-LOC
ఉత్తర ప్రదేశ్,B-LOC
ఈస్ట్-జోన్,B-LOC
పశ్చిమబెంగాల్,B-LOC
మీరు,B-ORG
పట్టణం,B-LOC
ఎవరు,B-PER
కర్ణాటక,B-LOC
ఒక,B-PER
మనిషి,I-PER
ఒక,B-PER
మహిళ,I-PER
ఆసనపురుగు,B-PROD
జెర్సీ,B-LOC
Building,B-ORG
Information,I-ORG
Modeling,I-ORG
BIM,B-PROD
ేను,B-PER
ప్రత్యేక,B-ORG
దర్యాప్తు,I-ORG
బృందం,I-ORG
(సిట్‌),I-ORG
మెన్,B-PER
ఇంగ్లాండ్,B-ORG
ఇంగ్లాండ్,B-LOC
పీవీ,B-PER
నర్సింహారావు,I-PER
సురభి,B-PER
వాణీదేవి,I-PER
కేసీఆర్,B-PER
టీఆర్ఎస్,B-ORG
తన,B-PER
ఇన్స్టాల్,B-PROD
వాటిలో,B-PROD
సాధికారిత,B-PER
మహిళ,B-PER
ప్రభుత్వం,B-ORG
అమల్లోకి వస్తుందని,B-EVT
BMW,B-ORG
BMW 7-Series,B-PROD
దర్యాప్తు,B-ORG
రాజ్యాంగబద్ధ,B-ORG
సంస్థల,I-ORG
దీపావళి,B-EVT
సంజయ్,B-PER
మంజ్రేకర్,I-PER
డిజైన్,B-ORG
జవానులు,B-PER
సీఆర్పీఎఫ్,B-ORG
దాడి,B-EVT
ఐదవ,B-PER
తరానికి,I-PER
లెక్సస్,B-ORG
ఇండియా,I-ORG
ఎల్ఎస్ 500హెచ్ కారు,B-PROD
ఆయన,B-PER
చికో వాటర్ పార్కు,B-LOC
కొబ్బరి,B-PROD
మామిడి,B-PROD
సెంటర్,B-PER
ఫర్,I-PER
పర్సనల్,I-PER
టాలెంట్,I-PER
మేనేజ్‌మెంట్-CEPTAM,I-PER
సెంటర్,B-ORG
ఫర్,I-ORG
పర్సనల్,I-ORG
టాలెంట్,I-ORG
మేనేజ్‌మెంట్,I-ORG
CEPTAM,B-ORG
పోలీసులు,B-ORG
ప్రమాదం,B-EVT
ఆయా,B-PER
ఆడియో ట్రాక్,B-PROD
హైదరాబాద్,B-LOC
నల్లగొండ,B-LOC
కె,B-PER
చంద్రశేఖర్‌రావు,I-PER
చంద్రబాబు,B-PER
నాయుడు,I-PER
రమణ్,B-PER
సింగ్,I-PER
తెలుగు,B-ORG
ఆంధ్రప్రదేశ్,B-ORG
చత్తీస్‌గడ్,B-ORG
తెలంగాణ,B-ORG
ఆంధ్రప్రదేశ్,B-LOC
తెలంగాణ,B-LOC
చత్తీస్‌గడ్,B-LOC
హేమ,B-PER
అతను,B-PER
వారి,B-PER
జీవిత,I-PER
భాగస్వామి,I-PER
మంత్రిత్వ,B-PER
శాఖ,I-PER
విదేశీ,B-ORG
మంత్రిత్వ,I-ORG
శాఖ,I-ORG
పూరీ,B-PER
అనిల్‌,B-PER
పాడూరి,I-PER
పూరి,B-PER
జగన్నాథ్‌,I-PER
చార్మీ,B-PER
కౌర్‌,I-PER
పూరీ,B-ORG
కనెక్ట్స్,I-ORG
ఆఫీసర్లు,B-PER
పౌర్ణమి,B-EVT
అమావాస్య,B-EVT
వర్గం,B-ORG
జననాలు,B-EVT
నిమ్మగడ్డ,B-PER
రమేష్,I-PER
కుమార్‌,I-PER
రాష్ట్ర,B-ORG
ఎన్నికల,I-ORG
కమిషనర్‌,I-ORG
పితరులు,B-PER
అక్వేరియం,B-ORG
కోహ్లీ,B-PER
డివిలియర్స్,B-ORG
Android,B-ORG
Android,B-PROD
పెను దుమారమే,B-EVT
ఆమె,B-PER
ఆయన్ను,B-PER
ఆసుపత్రి,B-ORG
ఢిల్లీ,B-LOC
ఇదంతా,B-PROD
ఎలా,B-PROD
సాధ్యం,B-PROD
అంటారా,B-PROD
అనిత,B-PER
మార్పులు,B-EVT
ఎండబెట్టడానికి,B-LOC
అవెన్,B-LOC
ఎండబెట్టడానికి,B-PROD
భారత్,B-ORG
జట్టు,I-ORG
భారతదేశపు,B-ORG
రాష్ట్ర,B-LOC
చేపల,B-PROD
ఆఫ్ఘనిస్తాన్‌,B-LOC
పేలుడు,B-EVT
Mumbai,B-ORG
Indians,I-ORG
Delhi,B-ORG
Mumbai,B-LOC
Delhi,B-LOC
match,B-EVT
ప్రయోగించిన,B-EVT
క్షిపణులు,B-PROD
మరోమారు,B-PER
వాస్తవాలే,B-EVT
అతడు,B-PER
దావీదు,B-PER
అతని,B-PER
అతని,B-PER
కుమారులు,I-PER
యెహోవా,B-PER
వేడి పుట్టిస్తోంది,B-PROD
ఎస్​బీఐ,B-ORG
న్యూ ఇయర్,B-EVT
ఆకాశహర్మ్యం,B-LOC
బీజేపీ,B-ORG
మధ్యప్రదేశ్,B-LOC
ఛత్తీస్‌గఢ్,B-LOC
రాజస్థాన్‌,B-LOC
లోకేష్,B-PER
కనకరాజ్,B-PER
ఆసుపత్రి,B-ORG
వరద,B-EVT
ట్రంప్‌,B-PER
డెహ్రాడూన్,B-LOC
భారతదేశం,B-LOC
ఉత్తరాఖండ్,B-LOC
రాష్ట్రం,B-LOC
దేవుని,B-PER
ఫ్లోరెైడ్,B-PROD
జింక్,B-PROD
మాలిబ్డినం,B-PROD
సోడియం,B-PROD
అయోడిన్,B-PROD
ఇనుము,B-PROD
కాల్షియం,B-PROD
పీఎస్,B-PER
మిత్రన్,I-PER
ఆయన,B-PER
ప్రభుత్వం,B-ORG
వ్యక్తి,B-PER
అధ్యయనం,B-PER
శ్రీ,B-PER
గౌడ,I-PER
శ్రీ,B-PER
"రసాయనాలు,",B-ORG
ఎరువుల,I-ORG
మంత్రిత్వ,I-ORG
శాఖ,I-ORG
తాల్చెర్,B-ORG
ఫెర్టిలైజర్స్,I-ORG
లిమిటెడ్,I-ORG
మనము,B-PER
ప్రధాన,B-PER
మంత్రి,I-PER
టీఎంసీ,B-PER
నేతల,I-PER
పార్లమెంట్,B-ORG
సెంట్రల్ హాల్,B-LOC
nirasan,B-EVT
యెషయా,B-PER
దేవుని,B-ORG
నెరవేర్పులో,B-EVT
గాయకులు,B-PER
రాజీనామా,B-PER
BJP,B-ORG
Gujarat,B-LOC
Elections,B-EVT
అంగదేశాన్ని,B-PER
రోమపాదుడు,I-PER
షేక్,B-PER
హసీనా,I-PER
వాజెడ్,I-PER
కొబ్బరిపువ్వులో,B-LOC
కొబ్బరిపువ్వులో,B-PROD
వెండి,B-PROD
యెహోవాసాక్షులు,B-PER
పౌలు,B-PER
తిమోత,B-PER
ఢిల్లీ,B-LOC
విషాదం,B-EVT
సంగారెడ్డి,B-LOC
హరిదాస్‌పూర్,B-LOC
గ్రామం,B-LOC
భాదేర్వా,B-LOC
మేలా పాట్,B-EVT
వీళ్లే,B-PER
వైఎస్సార్,B-PER
సిపి,B-ORG
అల్లు,B-PER
అర్జున్,I-PER
త్రివిక్రమ్,B-PER
వైద్యుడి,B-PER
త్రిష,B-PER
ఘాట్,B-LOC
అనుకూలమా,B-PER
బాబు,B-PER
పూణే,B-LOC
సినిమా ఫస్ట్ షెడ్యూల్,B-EVT
బిగ్,B-PER
బాస్,I-PER
సీజన్ 3,B-EVT
అతడు,B-PER
యెహోవా,B-PER
భారత్,B-ORG
మ్యాచ్,B-EVT
అంతేకాక‌,B-PER
ఆయన,B-PER
యెహోవా,B-PER
నడికట్టు,B-LOC
అక్టోబర్ 2001,B-EVT
కాగా,B-PER
జీబీ,B-ORG
ఫోన్,B-PROD
హైదరాబాద్,B-LOC
ఎలా,B-PER
కాళ్ళపై,B-LOC
పోలీసులు,B-PER
ఫార్చ్యూనర్,B-ORG
మహీంద్రా,B-ORG
దుర్మరణం,B-EVT
ఎక్స్యూవీ500,B-PROD
పవన్,B-PER
కళ్యాణ్,I-PER
దేశం,B-LOC
కాని,B-PER
పాల,B-ORG
డెయిరీ,I-ORG
రామ్లీలా మైదానం,B-LOC
కార్యక్రమానికి,B-EVT
పాకిస్తాన్,B-LOC
సల్మాన్‌,B-PER
ఖుర్షిద్‌,I-PER
కవిత,B-PER
కృష్ణన్‌,I-PER
కవల్‌,B-PER
ప్రీత్‌కౌర్‌,I-PER
గౌహర్‌రజ,B-PER
ప్రశాంత్‌,B-PER
భూషణ్‌,I-PER
సీపీఐ,B-ORG
(ఎంఎల్‌),I-ORG
కాంగ్రెస్‌,B-ORG
సన్నిధి,B-LOC
పరిశుద్ధ వస్తువుల,B-PROD
అతిపరిశుద్ధ వస్తువుల,B-PROD
ఎలా,B-PER
తన,B-PER
ఢిల్లీ,B-LOC
ఐసోలేషన్,B-EVT
మార్కెట్,B-LOC
వారి,B-PER
నితిన్,B-PER
గడ్కారీ,I-PER
కేంద్ర,B-ORG
విరాట్,B-PER
కోహ్లీ,I-PER
భారత్,B-ORG
పాకిస్తాన్,B-ORG
అమెరికా,B-ORG
వైమానిక సంఘర్షణ,B-EVT
ఎఫ్-16,B-PROD
డ్రోన్ కెమెరాల,B-PROD
బ్రహ్మాస్త్ర,B-PROD
ఆయన,B-PER
ఎన్టీఆర్,B-ORG
ఇంటర్వ్యూ,B-EVT
ఓపెనర్లు,B-PER
ప్రజాస్వామ్యం,B-ORG
బవేరియా,B-LOC
ప్రజాభిప్రాయ సేకరణ,B-EVT
బీహార్,B-LOC
కానీ,B-PER
కులగజ్జి,B-PROD
యాద‌వ,B-PER
రెడ్డి,I-PER
తెలంగాణ‌,B-LOC
ఎన్నిక,B-EVT
శ్రీ,B-PER
సుబ్రమణ్యం,I-PER
సొసైటీ,B-ORG
ఆరోగ్య,B-ORG
శాఖ,I-ORG
సంబంధిత,B-ORG
ಅಧಿಕಾರುಲು,I-ORG
విచారణ,B-EVT
అధికారి,B-PER
1919,B-EVT
బెనడిక్ట్,B-PER
2005లో,B-EVT
జగన్,B-PER
పవన్,B-PER
కల్యాణ్,I-PER
రాహుల్,B-PER
గాంధీ,I-PER
తమిళనాడు,B-LOC
కేరళ,B-LOC
పుదుచ్చేరి,B-LOC
ఎన్నికల పర్యటన,B-EVT
అతడి,B-PER
కన్నయ్య,B-PER
గాంధారి ఖిల్లా,B-LOC
మంచిర్యాల జిల్లా,B-LOC
మందమర్రి మండలం,B-LOC
బొక్కలగుట్ట గ్రామానికి,B-LOC
వీరిని,B-PER
ఆసుపత్రి,B-ORG
అతని,B-PER
హాస్పిటల్,B-ORG
దాన్ని,B-PER
రిజిస్టర్,B-PER
జగపతి,B-PER
గాంధీనగర్,B-ORG
జగపతి హోటల్‌,B-LOC
గాంధీనగర్,B-LOC
ఘటన,B-EVT
గ్రేటర్‌,B-ORG
ఉత్తరప్రదేశ్‌,B-LOC
నోయిడా,B-LOC
యమునా ఎక్స్‌ప్రెస్‌వే,B-LOC
రోడ్డు,B-LOC
రోడ్డు ప్రమాదం,B-EVT
ఈ సినిమా,B-EVT
న్యాయ,B-PER
పోరాటం,B-EVT
ఘటన,B-EVT
నారాయణన్,B-PER
ట్రంప్,B-PER
భారత,B-ORG
అమెరికా,B-LOC
సర్టిఫికేట్ ఆఫ్ సిటిజన్,B-EVT
ప్రభుత్వ,B-ORG
స్కూళ్లో,B-LOC
ఆమె,B-PER
పోలీసులు,B-ORG
వాడుతున్నరు,B-PER
ఎలక్ట్రికల్ వాహనాల,B-PROD
ప్థానికులు,B-PER
అగ్నిమాపక,B-ORG
తెలంగాణా,B-LOC
ఆంధ్ర ప్రదేశ్,B-LOC
రాహుల్,B-PER
గాంధీ,I-PER
రాష్ట్రీయ,B-ORG
స్వయం,I-ORG
సేవక్,I-ORG
సంఘ్,I-ORG
బిజెపి,B-ORG
బైబిలు,B-PROD
ప్రియాంక,B-PER
చోప్రా,I-PER
నిక్,B-PER
జోనాస్,I-PER
రాజస్థాన్,B-LOC
జోధ్ పూర్,B-LOC
వివాహం,B-EVT
నిందితుడి,B-PER
మొబైల్,B-PROD
ప్రయాణికులు,B-PER
మాస్క్‌లు,B-PROD
గ్లౌజులు,B-PROD
మొత్తం 200 మోట‌రైజ్‌డ్ ట్రై సైకిళ్ళు,B-PROD
మాజీ,B-PER
చీఫ్,I-PER
ఎలక్షన్,I-PER
కమిషనర్,I-PER
టీఎన్,I-PER
శేషన్,I-PER
సంస్కరణల ఎజెండా,B-EVT
ఫార్మా,B-PROD
మెడికల్ డివైజెస్,B-PROD
ఎపిఐల,B-PROD
పోలీస్,B-PER
పోలీస్‌శాఖ,B-ORG
నిర్మలా,B-PER
సీతారామన్,I-PER
నేను,B-PER
మానాన్నగారు,B-PER
ఇషాంత్,B-PER
శర్మ,I-PER
టెస్టుల్లో,B-EVT
ఒక్కో,B-ORG
రైతు,I-ORG
ఇతను,B-PER
ఉప,B-PER
రాష్ట్రప‌తి,I-PER
ప్ర‌ధాన,B-PER
మంత్రి,I-PER
పోలీసులు,B-PER
డ్రైవర్,B-PER
ఘటన స్థలానికి,B-LOC
కేసు,B-EVT
గ్రామీణ ప్రాంతాల,B-LOC
టీచర్,B-PER
నేను,B-PER
ట్రైలర్,B-EVT
ఇక్కడ్నుంచి,B-LOC
అర్జంట్,B-EVT
దేవేంద్ర,B-PER
ఫడ్నవీస్,I-PER
మహారాష్ట్ర,B-ORG
